公司代号,公司名字,类型,联系方式类型,联系方式
,,,电话,021-37697006
,,,电话,021-57736801
,,,电话,13901623529
1020031157,上海京鹤幕墙装饰有限公司,施工企业,电子邮箱,251132569@qq.com
,,,电话,13801649845
,,,电话,021-59741956
,,,电话,59740398-201
,,,电话,59740398
2020140036,上海京藤建设工程（集团）有限公司,施工企业,电子邮箱,173473842@qq.com
,,,电子邮箱,jontang@jontang.cn
,,,电子邮箱,jotan@jotan.cn
,,,电话,021-63333391
1020050981,上海泾东建筑发展有限公司,施工企业,电子邮箱,liaoy@jpz.sh.cn
,,,电子邮箱,779860502@qq.com
,,,电子邮箱,panyl@jpz.sh.cn
,,,电子邮箱,gongzhongjing2007@126.com
,,,电话,021-54970347
,,,电话,54970347-866
1020171045,上海经纲建筑工程有限公司,施工企业,电话,15806159288
,,,电话,13606150322
1020170847,上海菁茹燃气工程有限公司,施工企业,电子邮箱,jingrushanghai@163.com
,,,电话,13801964321
1020140750,上海晶迪实业有限公司,施工企业,电子邮箱,13918540820@163.com
,,,电话,13918540820
1020040054,上海晶盾交通设施工程有限公司,施工企业,电子邮箱,wlf1207@163.com
,,,电话,13651612808
1020172963,上海晶日太阳能科技有限公司,施工企业,电子邮箱,2523678814@qq.com
,,,电话,15000721084
,,,电话,021-54313866
,,,电话,18917369889
1020166232,上海晶通安装工程有限公司,施工企业,电话,13311999568
,,,电话,021-59501117
,,,电话,59501117
1020165622,上海精达银盾防雷工程有限公司,施工企业,电子邮箱,jingda158@163.com
,,,电子邮箱,229512201@qq.com
,,,电话,13023240237
,,,电话,021-62180160
1020165327,上海精瀚机电设备有限公司,施工企业,电子邮箱,info@genhub.cn
1020040850,上海精慧机电设备安装工程有限公司,施工企业,电子邮箱,jingchencw@163.com
,,,电子邮箱,jingchengcw@163.com
,,,电话,021-54998312
,,,电话,021-44998316
,,,电话,021-54998316
1020060468,上海精泰机电系统工程有限公司,施工企业,电话,021-38954599
1020152415,上海精意建筑工程有限公司,施工企业,电子邮箱,leo@uniquewit.com
,,,电子邮箱,519289381@qq.com
,,,电话,021-58383599
,,,电话,13601961121
,,,电话,13788934460
1020150004,上海景安消防设备工程有限公司,施工企业,电话,13916247068
,,,电话,13916247066
1020170219,上海景程劳务服务有限公司,施工企业,电子邮箱,julie.wang@centuryrelo.com
,,,电话,021-50455770
,,,电话,18918583990
1020165976,上海景梵建筑装饰工程有限公司,施工企业,电子邮箱,tori.lu@grandview.sh.cn
,,,电子邮箱,lu1301110110@163.com
,,,电子邮箱,344186282@qq.com
,,,电话,021-60290229
,,,电话,021-52961625
1020165992,上海景鸿消防工程有限公司,施工企业,电子邮箱,jinghongsecurity@jinghonggroup.com
,,,电子邮箱,jhbab@sina.com
,,,电话,021-54350101
1020166445,上海景湖市政工程有限公司,施工企业,电话,13472786953
1020120468,上海景坤幕墙装饰工程有限公司,施工企业,电子邮箱,jkmqxu@163.com
,,,电子邮箱,xyz105303@126.com
,,,电话,021-52381690
,,,电话,021-52381693
1020173263,上海景凌工程设计有限公司,施工企业,电子邮箱,theblueday@163.com
,,,电话,13681738625
,,,电话,021-54049613
1020151999,上海景楠建筑劳务有限公司,施工企业,电子邮箱,62409118@qq.com
,,,电话,18621030878
,,,电话,021-59622325
1020120652,上海景泰建设股份有限公司,施工企业,电子邮箱,jintai@jingtai-group.com
,,,电子邮箱,jingtai@jingtai-group.com
,,,电话,021-64142231
,,,电话,021-64042231
1020022664,上海景扬建设工程有限公司,施工企业,电子邮箱,mingxingfangfu@163.com
,,,电话,021-64643120
1020130144,上海景悦建设工程有限公司,施工企业,电子邮箱,shjy08@163.com
,,,电话,021-36383750
1020172495,上海璟辰建设工程有限公司,施工企业,电子邮箱,56224541@qq.com
,,,电子邮箱,3408612856@qq.com
,,,电话,13611930502
,,,电话,18221623363
1020070406,上海净鑫市政管道工程配套有限公司,施工企业,电子邮箱,xumaling_ren@126.com
,,,电话,021-50766105
1020150754,上海净泽洁净设备有限公司,施工企业,电子邮箱,tongjunl@winatech.com.cn
,,,电话,021-59886588
1020170202,上海竞天科技股份有限公司,施工企业,电子邮箱,qiuxiaoli@gentek.com.cn
,,,电子邮箱,qiuxiaoli@china.com
,,,电话,021-58731616
1020030596,上海敬润园林建设工程有限公司,施工企业,电子邮箱,hr@shjryyl.com
,,,电子邮箱,hr@shjryl.com
,,,电子邮箱,shanghaijinrunyuanlin@163.com
,,,电子邮箱,jingrunyuanlin@126.com
,,,电话,021-62919982
1020070359,上海靖丰建设集团有限公司,施工企业,电子邮箱,jingfeng_gtx@126.com
,,,电子邮箱,2417769579@qq.com
,,,电话,021-56703506
,,,电话,13636396112
,,,电话,021-56702917
1020140096,上海境佳建设工程有限公司,施工企业,电子邮箱,2313219538@qq.com
,,,电子邮箱,276946361@qq.com
,,,电话,15901889551
,,,电话,13661674853
1020172062,上海境业环保能源科技股份有限公司,施工企业,电子邮箱,jy@apce.sh.cn
,,,电子邮箱,zhuyongqin@apce.sh.cn
,,,电子邮箱,guzhongmei@apce.sh.cn
,,,电话,021-58996678-702
,,,电话,021-58996678
1020070442,上海静地建设工程有限公司,施工企业,电子邮箱,shchengdi@163.com
,,,电子邮箱,2776207951@qq.com
,,,电子邮箱,zero620@126.com
,,,电话,021-52373455
,,,电话,021-25806755
,,,电话,032-52373455
1020166043,上海静欣环保科技有限公司,施工企业,电子邮箱,lei@mutecn.com
,,,电子邮箱,13916996919@139.com
,,,电话,13916996919
,,,电话,021-51035994
1020152361,上海镜毅消防科技发展有限公司,施工企业,电子邮箱,755953065@qq.com
,,,电话,18321472865
,,,电话,13918869399
,,,电话,18621601413
1020170509,上海九峰市政工程有限公司,施工企业,电子邮箱,240703343@qq.com
,,,电话,15316762779
1020171524,上海久宸燃气管道工程有限公司,施工企业,电子邮箱,jiuchengas@163.com
,,,电话,021-59785999
,,,电话,021-59862222
1020090416,上海久电电力集团电力工程有限公司,施工企业,电子邮箱,ep@jddl.net
,,,电话,021-55158966
,,,电话,021-65882848
1020171518,上海久豪通讯设备工程有限公司,施工企业,电子邮箱,jouhao@163.com
,,,电话,021-62261115
1020031057,上海久弘建设工程有限公司,施工企业,电子邮箱,476763307@qq.com
,,,电话,021-57932592
1020171201,上海久遂防水工程有限公司,施工企业,电话,15821508978
1020130016,上海久贤实业发展有限公司,施工企业,电子邮箱,34027432@qq.com
,,,电话,021-67156561
,,,电话,15802196895
1020171328,上海玖利通信工程有限公司,施工企业,电子邮箱,jiulitongxin@163.com
,,,电子邮箱,julitongxin@163.com
,,,电话,021-67718833
1020173383,上海玖行能源科技有限公司,施工企业,电子邮箱,liangshi@enneagon.com
,,,电子邮箱,qianli@enneagon.com
,,,电子邮箱,liang.shi@enneagon.com
,,,电子邮箱,jackwu06@sohu.com
,,,电话,021-59923613
,,,电话,18952462343
,,,电话,021-26018484
,,,电话,021-26018481
1020171822,上海居谐建筑装饰工程有限公司,施工企业,电话,021-58480655
1020110356,上海巨金电力工程有限公司,施工企业,电子邮箱,jujindl@163.com
,,,电话,021-60739191
1020166164,上海巨泰电气集团有限公司,施工企业,电子邮箱,jutai349@126.com
,,,电子邮箱,jutai@126.com
,,,电话,021-63612666
,,,电话,13801958615
,,,电话,13818880056
,,,电话,021-63581828
1020110663,上海聚福建筑工程有限公司,施工企业,电话,021-58879089
,,,电话,58879089
1020172002,上海聚隽建筑劳务有限公司,施工企业,电话,13671529261
1020130741,上海聚联建设发展有限公司,施工企业,电话,021-64618869
,,,电话,13916305719
1020165490,上海聚明电力工程有限公司,施工企业,电话,021-58098639
,,,电话,13817160422
,,,电话,021-20912388
1020165656,上海聚森电子工程技术有限公司,施工企业,电子邮箱,gu_gang1766@163.com
,,,电话,13916273875
1020164449,上海聚申建筑劳务有限公司,施工企业,电子邮箱,306844287@qq.com
,,,电子邮箱,306844287@qq.ocm
,,,电话,15021397977
,,,电话,65169210-8069
1020120765,上海聚泰环境艺术造景工程有限公司,施工企业,电子邮箱,jtqy255@163.com
,,,电话,021-36307636
1020031441,上海聚友建筑工程有限公司,施工企业,电话,021-34787855
,,,电话,13162632228
1020120335,上海聚中建筑装饰工程有限公司,施工企业,电子邮箱,liuzelu@juzh.net
,,,电子邮箱,liuzlu@chinafuyuan.com
,,,电话,021-68683319
,,,电话,18721202833
1020170265,上海瞿炎建设工程有限公司,施工企业,电子邮箱,981218786@qq.com
,,,电子邮箱,782939885@qq.com
,,,电话,18117158557
,,,电话,13671514720
1020165634,上海军盾工贸有限公司,施工企业,电子邮箱,16031566@qq.com
,,,电话,13801902833
,,,电话,021-57951949
1020161074,上海军凉空调电器有限公司,施工企业,电子邮箱,qpjl652@163.com
,,,电话,021-69223892
1020170432,上海军通实业发展有限公司,施工企业,电话,021-68862882
,,,电话,13761281016
,,,电话,18616305002
1020171102,上海军祥市政工程有限公司,施工企业,电子邮箱,1577062807@qq.com
,,,电话,13816826678
1020171523,上海军旭建筑劳务有限公司,施工企业,电话,021-66790668
1020172209,上海君匠建筑劳务有限公司,施工企业,电子邮箱,2350961078@qq.com
,,,电话,021-64065799
1020170669,上海君盛环保科技有限公司,施工企业,电话,13646886378
,,,电话,021-68553028
1020130759,上海君阳建设发展有限公司,施工企业,电子邮箱,13901679184@139.com
,,,电话,15921453888
,,,电话,13661896996
,,,电话,021-66280705
1020173432,上海均岱电力工程有限公司,施工企业,电话,13661562088
1020154985,上海钧垚通信工程有限公司,施工企业,电子邮箱,yutangwen@junyaojt.com
,,,电话,021-68818866
,,,电话,13524857758
1020165614,上海俊韬建筑机械有限公司,施工企业,电话,13564412624
,,,电话,13621911606
1020170674,上海俊旭运输有限公司,施工企业,电子邮箱,junxu816@163.com
,,,电子邮箱,13916638333@163.com
,,,电子邮箱,zzl630526@163.com
,,,电话,021-54722102
,,,电话,13301941909
1020170258,上海郡美环境工程有限公司,施工企业,电子邮箱,417930266@qq.com
,,,电子邮箱,liuxueyan@shsfyl.com
,,,电话,021-64950109
,,,电话,021-33180382
1020140400,上海骏美节能保温工程有限公司,施工企业,电子邮箱,1476660220@qq.com
,,,电话,18817785868
,,,电话,13003280678
1020170045,上海骏孟市政养护工程有限公司,施工企业,电话,13661503567
,,,电话,13061783168
1020150030,上海骏转建设工程有限公司,施工企业,电子邮箱,953811390@qq.com
,,,电子邮箱,1062456775@qq.com
,,,电子邮箱,378492505@qq.com
,,,电话,021-66292219
,,,电话,021-65292219
1020165860,上海开垦路桥市政工程有限公司,施工企业,电子邮箱,464158098@qq.com
,,,电子邮箱,446257808@qq.com
,,,电话,021-68064337
,,,电话,13331959310
,,,电话,021-54334337
,,,电话,021-54334336
1020170869,上海开山中夏节能环保科技有限公司,施工企业,电子邮箱,165021270@qq.com
,,,电话,13701604987
,,,电话,13918009006
1020165074,上海凯达安全技术工程有限公司,施工企业,电子邮箱,373940607@qq.com
,,,电话,021-35953378
,,,电话,18916150193
1020172925,上海凯南建筑劳务有限公司,施工企业,电话,021-54010813
1020022585,上海凯平公路建设工程有限公司,施工企业,电话,021-57783109
1020155728,上海凯泉泵业（集团）有限公司,施工企业,电子邮箱,kqhuangfeng@kaiquan.com.cn
,,,电话,021-69591302
,,,电话,021-31830511
,,,电话,021-66624500
,,,电话,66624500-8308
1020050108,上海凯通实业有限公司,施工企业,电子邮箱,kaitong6597@126.com
,,,电子邮箱,douxr01@163.com
,,,电话,021-65977017
,,,电话,021-65977666
1020120730,上海凯协建筑工程有限公司,施工企业,电子邮箱,712017418@qq.com
,,,电话,021-32265738
,,,电话,13810750834
,,,电话,021-61223126
1020165599,上海凯鑫分离技术股份有限公司,施工企业,电子邮箱,yuanli@keysino.cn
,,,电子邮箱,info@keysino.cn
,,,电子邮箱,tangjie@keysino.cn
,,,电话,021-61638525
,,,电话,13917880833
1020090353,上海恺远实业有限公司,施工企业,电子邮箱,13301996719@189.cn
,,,电话,021-69610202
1020173913,上海楷润建筑工程有限公司,施工企业,电话,021-20236689
1020020151,上海勘测设计研究院有限公司,施工企业,电子邮箱,sidri@sidri.com
,,,电子邮箱,caozheng@sidri.com
,,,电话,021-65427100
,,,电话,021-25019881
,,,电话,021-65427100-1201
1020140382,上海康臣电力工程安装集团有限公司,施工企业,电子邮箱,shkc5587@163.com
,,,电话,021-66026601
,,,电话,021-66028869
1020023289,上海康达电力安装工程有限公司,施工企业,电子邮箱,kangda-bgs@163.com
,,,电子邮箱,2243812711@qq.com
,,,电话,021-50676338
,,,电话,13621662247
1020140501,上海康多建筑工程有限公司,施工企业,电话,13501695030
,,,电话,13801930722
1020170162,上海康豪市政建筑工程有限公司,施工企业,电子邮箱,sm1022@163.com
,,,电话,13916209495
,,,电话,021-69206089
1020022743,上海康桥建设工程有限公司,施工企业,电话,021-61184330
1020171183,上海康扬通信科技发展有限公司,施工企业,电子邮箱,619278652@qq.com
,,,电子邮箱,zhym0704@163.com
,,,电话,18901933399
,,,电话,13386212168
1020161218,上海康益海洋工程有限公司,施工企业,电子邮箱,sfecjyb@126.com
,,,电话,021-65740577
1020110651,上海康熠建筑工程有限公司,施工企业,电子邮箱,675285342@qq.com
,,,电子邮箱,969767812@qq.com
,,,电话,021-57359680
,,,电话,13661980092
,,,电话,13916384586
1020166843,上海坷峰建筑劳务有限责任公司,施工企业,电子邮箱,61208161@qq.com
,,,电话,13167202150
,,,电话,021-52353256
1020130602,上海柯宝建筑装饰工程有限公司,施工企业,电子邮箱,18917859888@163.com
,,,电子邮箱,koatway@sj.net.cn
,,,电话,18917859888
,,,电话,18917259888
,,,电话,13795255705
1020023063,上海科城建设工程有限公司,施工企业,电子邮箱,v-wangj137@vanke.com
,,,电话,021-54150868
,,,电话,021-60292677
,,,电话,021-65677192
,,,电话,65669000
1020110754,上海科隆建设工程有限公司,施工企业,电子邮箱,colognestone@126.com
,,,电话,021-59773222
1020166627,上海科勤工程技术有限公司,施工企业,电子邮箱,keqin5122@126.com
,,,电子邮箱,keqin5022@126.com
,,,电话,021-69982577
,,,电话,69982577
1020110084,上海科泰信息技术有限公司,施工企业,电子邮箱,wangchunxiao@shketai.com
,,,电子邮箱,yangxuexiong@shketai.com
,,,电子邮箱,sunxuhong@shketai.com
,,,电话,021-65791334
,,,电话,021-65025211
1020173081,上海科田建筑工程有限公司,施工企业,电话,15900985568
1020040579,上海科信建筑智能化工程有限公司,施工企业,电子邮箱,jszhangyi@126.com
,,,电子邮箱,869038302@qq.com
,,,电子邮箱,386463570@qq.com
,,,电话,021-50890296
,,,电话,021-50900712
,,,电话,18821251280
1020151117,上海科旭网络科技股份有限公司,施工企业,电子邮箱,williams.zhang@cosunet.com.cn
,,,电子邮箱,zhang_wei1720@163.com
,,,电话,021-63534430
1020171358,上海科漾建筑装饰工程有限公司,施工企业,电子邮箱,295204161@qq.com
,,,电话,13003186970
1020100004,上海可高建设工程有限公司,施工企业,电子邮箱,k021021@126.com
,,,电话,021-58757017
1020165082,上海克莱德贝尔格曼机械有限公司,施工企业,电子邮箱,peipei.zhang@cn.cbpg.com
,,,电话,021-65396385
1020151386,上海肯汀通讯科技有限公司,施工企业,电子邮箱,lucy@keating.com.cn
,,,电子邮箱,lucy@keaing.com.cn
,,,电话,021-54860033
,,,电话,021-54860333
,,,电话,021-54861133
1020171784,上海跨锦建筑劳务有限公司,施工企业,电子邮箱,13386083587@189.cn
,,,电话,13386083587
,,,电话,13651601683
1020120780,上海宽创国际文化创意有限公司,施工企业,电子邮箱,wu.jiao@broadmesse.com
